user_id,recipe_id,date,rating,u,i
442988,166433,2007-10-25,5.0,78,303
510313,134026,2008-06-03,5.0,735,82389
139962,22176,2009-04-29,5.0,1235,92292
353579,100473,2008-03-07,5.0,1229,16204
52543,66596,2003-10-06,5.0,110,163625
62562,90286,2007-01-20,0.0,1342,68323
99136,145573,2006-04-09,5.0,7430,168616
178427,184953,2011-06-13,5.0,651,37168
220305,144943,2007-09-18,5.0,24574,153953
72513,89684,2010-03-10,4.0,22630,49523
314792,23836,2007-04-06,5.0,12969,93168
326039,252762,2009-12-10,5.0,2879,13588
65308,10137,2003-08-03,4.0,4909,68823
590105,171850,2008-06-03,4.0,486,48665
422893,205454,2008-08-11,5.0,484,44274
23581,20960,2002-10-30,5.0,10138,17768
82616,87096,2009-06-07,5.0,51,124457
223979,241408,2010-01-13,4.0,188,104695
320336,472445,2015-09-01,5.0,3575,156040
166642,207565,2007-03-16,5.0,236,93704
18391,131829,2006-05-11,3.0,1192,117160
140132,61962,2012-01-30,5.0,453,120534
133174,131983,2005-06-23,5.0,164,171255
145223,72904,2005-01-16,5.0,2343,902
251917,177310,2007-10-05,5.0,1217,97503
183355,49181,2005-02-23,5.0,22959,52698
17803,229108,2007-08-16,5.0,350,24722
128447,68159,2006-12-25,5.0,2981,30125
1101019,2496,2009-02-16,2.0,18037,118496
86318,18449,2005-01-12,4.0,112,43505
138047,104960,2005-12-20,5.0,2486,135374
593927,124794,2011-12-08,3.0,357,176943
1925885,176403,2013-05-18,5.0,2227,45084
342580,51537,2010-05-05,5.0,3882,23291
2123645,57505,2018-02-27,5.0,3644,40062
9579,155186,2006-11-14,5.0,4759,61725
56087,178973,2008-03-23,5.0,2998,142423
353579,95907,2007-06-01,5.0,1229,162155
465080,179398,2009-03-12,5.0,3029,67437
125640,35932,2006-12-04,3.0,919,41295
465829,98584,2010-06-01,3.0,1262,176719
296027,215444,2007-04-02,3.0,50,128098
157248,101739,2005-03-17,5.0,3699,82209
374416,148039,2007-06-08,5.0,562,109349
43110,55768,2007-02-16,5.0,4699,39832
92385,75201,2004-04-18,5.0,2901,22427
209983,29258,2006-02-06,5.0,3227,147165
1365025,14756,2011-08-08,4.0,1150,80096
39949,10104,2002-12-22,3.0,1705,3882
102289,16531,2007-10-03,5.0,19760,54613
88099,61070,2008-02-24,5.0,470,171697
22898,4352,2002-03-02,4.0,101,125400
86318,61430,2003-10-25,4.0,112,37957
182624,187947,2007-04-25,5.0,3497,19742
415934,353956,2009-04-27,5.0,2258,129910
186855,324855,2009-03-24,5.0,323,64013
340576,13285,2007-06-10,5.0,11779,74052
627495,12268,2010-07-05,5.0,12172,9828
143318,131650,2007-03-17,4.0,1737,149001
380466,133475,2009-06-04,5.0,3317,106121
39835,380975,2010-05-06,4.0,384,143530
239758,33611,2013-06-06,5.0,361,153546
83400,102930,2005-06-13,4.0,1934,169519
191533,163652,2011-09-28,4.0,473,57409
31807,121770,2008-10-23,0.0,4906,155801
86512,229164,2007-10-23,4.0,1996,57504
881965,376017,2013-01-14,5.0,20101,137949
801264,90242,2008-10-04,5.0,1537,75141
1783373,258549,2017-11-20,5.0,351,93482
195423,87130,2005-05-28,5.0,9143,136753
167003,158751,2006-04-04,5.0,13473,67518
131126,81286,2004-09-21,5.0,124,39869
599450,296753,2008-06-01,5.0,340,84297
2198343,11756,2014-07-15,4.0,1298,100387
206354,148301,2010-01-07,5.0,7440,35842
58439,360002,2010-10-05,5.0,44,133985
286566,193141,2012-08-14,4.0,345,102216
386849,9822,2007-10-15,5.0,2020,93284
440158,224263,2007-04-25,4.0,7464,56611
51011,111568,2006-10-19,1.0,856,144805
531768,168835,2007-12-28,5.0,9209,116140
136997,224732,2007-06-18,3.0,168,132407
426903,64446,2008-06-06,5.0,4010,173688
1438812,396583,2009-11-08,1.0,12180,28916
128473,387481,2015-03-29,5.0,208,55802
789096,86444,2008-06-09,4.0,11182,163846
269521,238148,2007-10-01,5.0,156,87482
93006,65554,2004-03-12,4.0,2717,85020
35526,105670,2006-09-19,5.0,1185,164321
581006,121045,2011-01-01,5.0,10407,124002
145352,144176,2006-02-10,5.0,452,131663
75497,13559,2007-05-07,2.0,187,22848
1127012,131639,2009-08-06,5.0,19343,29576
8688,66421,2005-10-26,5.0,235,58906
189643,18693,2006-04-05,5.0,931,15929
155943,40560,2009-10-08,5.0,2575,6955
28729,67685,2005-10-18,5.0,674,70262
152393,141033,2006-11-28,5.0,413,123384
27643,21454,2002-04-27,5.0,315,15086
1900301,145038,2014-10-25,4.0,4669,103175
542159,355152,2010-02-15,4.0,175,165766
53368,71973,2003-10-30,4.0,201,102378
519708,26730,2008-05-15,5.0,3140,110773
335606,50979,2009-07-30,5.0,4274,34492
15521,375996,2009-07-23,5.0,3120,152150
721674,32204,2008-03-28,5.0,9831,135961
218535,40389,2008-08-01,4.0,1411,43607
184530,245240,2007-09-04,5.0,2756,26392
653438,399914,2011-10-22,4.0,907,15913
144204,3565,2005-12-08,4.0,2096,11892
82616,87461,2005-05-03,5.0,51,1750
366904,25885,2007-01-24,5.0,16232,56425
219865,5170,2009-05-31,4.0,3614,56077
253706,57629,2006-10-09,5.0,5771,143200
143133,52035,2005-11-18,5.0,9764,2949
42720,50884,2003-03-15,5.0,2334,152274
211184,89155,2006-05-10,4.0,630,95106
160974,39048,2005-02-17,5.0,369,87864
198419,70923,2005-04-07,5.0,13041,41885
55380,67116,2004-06-10,5.0,396,112498
68884,185026,2006-10-03,4.0,852,131509
58439,344049,2009-06-27,5.0,44,3102
350018,77745,2008-03-03,5.0,1016,169662
1618045,183021,2011-09-03,4.0,9806,72162
847160,72321,2012-06-04,2.0,2692,36991
1802568568,76043,2014-04-03,0.0,19106,97465
490713,17598,2007-06-23,4.0,8590,19942
37449,77478,2005-04-29,5.0,275,29270
38865,69004,2003-09-07,5.0,5940,104922
534554,200927,2012-03-25,5.0,1796,51739
129862,28138,2010-01-24,5.0,5870,39430
232669,274288,2008-06-03,5.0,326,132111
366048,105102,2007-09-18,5.0,2485,96260
1348758,42322,2014-10-28,4.0,15378,87791
98486,37529,2004-04-01,4.0,24969,151136
440324,184232,2012-07-19,5.0,627,66155
38574,96347,2007-10-25,5.0,4779,84120
346694,113077,2007-04-11,4.0,10313,7270
440735,503216,2013-08-05,5.0,779,126748
1226586,192982,2010-04-24,4.0,5955,76143
245429,188644,2014-01-26,5.0,233,100926
593431,31266,2008-05-08,5.0,5126,25773
2310,66103,2004-01-18,4.0,2778,35942
461834,345442,2014-02-14,5.0,143,127893
267564,11217,2009-09-12,5.0,5497,2671
672534,247977,2016-07-04,5.0,3710,90182
234244,119137,2010-08-26,4.0,5385,138928
329638,300501,2010-01-28,5.0,1892,175038
695933,91274,2013-03-19,4.0,981,75323
169430,476750,2016-10-13,5.0,241,55840
57024,56451,2003-06-15,5.0,7597,4410
2216717,241826,2017-03-14,5.0,10682,170203
663997,197685,2009-11-07,5.0,2584,57444
440324,46492,2012-08-13,5.0,627,126171
201581,427752,2010-06-16,5.0,1140,169122
39754,58084,2010-01-08,5.0,2319,127094
504477,48067,2007-11-21,5.0,21413,120410
945395,445599,2011-01-05,5.0,8892,135823
671222,326661,2015-01-23,5.0,11362,16112
241241,136550,2010-01-24,5.0,7257,27001
219318,205192,2008-06-11,4.0,1573,8636
1178797,256914,2010-04-18,5.0,6117,89007
513230,200088,2010-07-08,5.0,1828,55686
204024,137037,2010-03-14,5.0,349,66421
269480,78814,2007-07-06,5.0,734,129505
248292,94316,2006-05-25,5.0,4769,151484
76559,89204,2009-09-27,4.0,2943,134610
383206,304705,2013-08-21,5.0,15061,143359
237201,178081,2006-08-11,2.0,10009,110864
446143,295058,2009-01-20,4.0,27,111042
697049,21935,2008-09-18,4.0,3851,76934
42720,82337,2004-05-02,5.0,2334,167258
1535,110317,2006-10-04,5.0,1431,68786
283251,125601,2008-04-27,4.0,353,88685
59473,42603,2006-10-26,5.0,2493,55545
464080,206527,2009-11-02,5.0,498,97612
20480,16983,2005-11-29,5.0,1072,171675
206747,304020,2009-08-05,5.0,1159,25074
68960,126147,2005-09-22,4.0,10,57020
496829,517285,2018-05-17,1.0,1988,109416
884086,15641,2010-10-09,5.0,3232,3450
461834,345876,2009-03-18,5.0,143,95556
527607,353461,2009-10-20,5.0,176,25332
37449,219638,2007-04-03,5.0,275,24279
68460,22267,2006-03-12,5.0,103,77155
653438,257829,2013-04-06,4.0,907,86953
50969,156204,2007-03-16,4.0,830,103406
88099,335609,2009-09-05,5.0,470,37950
19051,142698,2006-01-19,5.0,6248,102574
594139,353743,2009-02-16,5.0,2216,142670
321879,71258,2008-03-15,5.0,3799,5901
160977,375572,2011-05-05,4.0,169,137040
142200,50875,2004-08-03,5.0,3268,63642
68960,185764,2008-03-25,4.0,10,52665
865936,349528,2011-08-23,4.0,165,44434
501778,95863,2012-12-02,5.0,2391,9463
121690,103238,2005-01-23,5.0,146,30445
57003,46560,2002-12-02,4.0,4731,101550
246844,220924,2007-07-06,5.0,3627,66546
141293,98398,2004-10-10,4.0,296,108555
169430,394303,2011-09-15,5.0,241,5661
43083,11426,2003-08-25,4.0,2891,109830
185293,61390,2005-09-03,5.0,1529,98194
176615,116919,2010-01-01,5.0,82,146276
962690,251219,2009-09-18,3.0,3643,128272
453604,204251,2007-05-02,5.0,12182,110308
273842,220254,2009-01-27,5.0,8120,51077
1595000,88880,2013-07-27,5.0,2686,65482
251686,87370,2006-03-22,5.0,8765,25281
174090,169083,2006-05-25,4.0,5846,53571
41738,33102,2003-03-30,5.0,6959,124146
780172,121088,2008-07-17,4.0,98,129534
851828,63446,2008-12-15,3.0,14345,167844
121690,52494,2005-08-11,5.0,146,153691
359936,82934,2007-04-16,5.0,3448,99259
678366,43101,2009-10-15,5.0,67,76308
114965,76055,2003-12-25,4.0,4544,26037
569632,146732,2008-10-08,5.0,6908,9544
706608,215056,2011-03-21,4.0,1379,108607
482933,279336,2009-09-17,5.0,680,44579
687302,66596,2009-02-24,5.0,11217,163625
519838,161382,2011-08-15,5.0,199,21229
87870,15478,2004-04-18,5.0,7147,129664
39835,159883,2006-04-17,5.0,384,94768
223169,236518,2007-11-02,5.0,3609,8590
1284248,195629,2009-11-25,5.0,17245,79761
601528,63803,2010-04-04,5.0,170,177509
133174,338668,2010-01-03,5.0,164,123555
209441,120553,2005-05-06,5.0,109,151387
1772390,258156,2011-05-03,5.0,17762,33965
55729,49232,2006-02-09,4.0,848,92594
428885,268089,2007-12-17,5.0,242,165409
155675,104628,2005-12-24,5.0,2417,99338
85409,29935,2005-04-11,5.0,5419,99939
145352,175302,2006-07-05,5.0,452,72251
327600,101104,2009-10-03,5.0,2499,155665
21752,259072,2007-11-11,4.0,342,27802
56003,385988,2009-12-19,5.0,462,135260
39389,39542,2002-09-25,2.0,1218,4770
166711,25574,2005-01-10,4.0,1006,4853
183524,83475,2008-01-23,5.0,7332,68663
764804,100798,2009-09-02,5.0,7241,65992
63475,176562,2006-08-22,5.0,10868,160385
632249,211471,2011-02-05,5.0,775,164981
187281,140034,2006-04-26,5.0,604,66720
837451,291234,2009-11-08,5.0,2649,169830
430471,179618,2007-07-16,4.0,234,23718
461834,317382,2010-09-02,5.0,143,158143
168462,52161,2005-07-04,4.0,1304,157095
40620,63798,2003-06-29,5.0,4164,52086
212609,244590,2009-05-29,5.0,1618,35295
27678,61312,2003-06-14,5.0,1372,9126
647638,21882,2008-10-07,5.0,19069,87565
273527,93077,2006-10-03,5.0,5772,128142
68884,41171,2006-03-31,4.0,852,40510
229850,26723,2006-09-19,5.0,755,28166
431813,354238,2010-03-30,5.0,955,42741
137302,394423,2010-04-19,4.0,2010,50515
24386,140704,2006-05-18,5.0,1626,19570
97093,116152,2005-09-07,5.0,16834,142928
200115,371464,2009-10-30,4.0,4957,25452
1317616,294620,2010-05-23,4.0,7987,175886
43505,37085,2003-11-03,5.0,5962,133378
58892,74099,2003-11-03,5.0,1945,11441
527754,150134,2007-11-11,5.0,7185,85096
644902,166057,2008-02-28,5.0,1763,160184
231612,257924,2009-02-18,5.0,2640,47356
370200,102617,2011-11-05,5.0,6350,37217
67656,30768,2006-05-28,5.0,629,57682
29196,33511,2002-10-02,4.0,480,18169
233780,123457,2007-05-20,5.0,5235,20499
359284,29215,2009-05-14,4.0,12988,69965
184312,110710,2006-01-01,5.0,10180,176352
696417,325996,2009-11-24,4.0,10207,22679
463845,209322,2007-03-27,3.0,1350,52185
231507,129329,2012-04-08,5.0,303,37144
128473,260733,2010-03-25,5.0,208,114222
875813,132263,2009-12-14,5.0,21786,68597
66962,126673,2006-08-19,4.0,11225,71592
813461,71849,2008-04-09,5.0,2774,63322
679953,295518,2012-10-13,5.0,496,139677
278118,81197,2008-11-09,4.0,355,76263
100788,56103,2003-10-09,5.0,10351,11115
373495,119822,2007-05-09,5.0,1959,114647
503743,337063,2009-05-15,5.0,4579,46172
367382,277443,2009-07-21,5.0,16502,114810
844554,61911,2012-03-07,5.0,263,104789
88099,199328,2012-10-14,5.0,470,54246
157425,26306,2009-01-27,5.0,243,130480
67656,301366,2009-05-04,5.0,629,72208
689332,319666,2009-03-19,5.0,4393,2315
98063,124863,2006-10-10,5.0,399,66286
145352,119080,2006-01-09,5.0,452,125184
383346,368733,2009-06-09,5.0,193,109400
176615,113661,2005-05-16,4.0,82,172747
305531,105260,2009-08-20,5.0,56,142963
896152,26901,2009-09-22,5.0,6659,54644
620003,174942,2007-10-18,5.0,2937,30080
33159,34011,2010-03-27,4.0,744,146382
204024,393601,2010-04-11,4.0,349,45870
89831,131120,2007-01-14,5.0,130,60390
223854,207976,2007-03-26,5.0,902,68808
913999,348932,2012-11-24,1.0,24371,95216
686329,144048,2008-07-11,5.0,11260,148199
53959,298606,2008-05-08,5.0,310,25719
248746,184802,2006-11-18,5.0,16114,92613
4470,70309,2006-09-11,5.0,100,141099
424680,170240,2008-11-07,5.0,94,152857
86627,223558,2007-09-17,5.0,841,140421
163112,419317,2013-08-06,5.0,929,35710
766839,308067,2008-06-10,5.0,10369,109933
721832,113914,2009-03-14,5.0,8027,126965
67656,101814,2006-10-28,5.0,629,42385
43083,105104,2005-09-25,5.0,2891,143345
176615,101619,2008-01-16,5.0,82,65854
128473,34335,2006-01-11,5.0,208,68092
591302,32204,2009-06-25,5.0,4128,135961
169969,202323,2007-01-18,5.0,533,60976
68727,31048,2003-04-05,0.0,1373,50820
125109,28148,2006-02-05,5.0,3652,127080
302094,327788,2010-05-28,5.0,535,110740
357272,66883,2008-01-20,5.0,12829,43266
222055,151060,2007-09-03,5.0,2158,58409
171084,343657,2011-08-15,5.0,343,155962
37449,316511,2009-07-17,5.0,275,35017
455641,230904,2007-06-10,4.0,1062,18631
204705,49737,2009-02-09,5.0,3733,163923
562874,188478,2008-09-29,5.0,20726,162762
8688,55404,2012-01-30,5.0,235,57500
1317616,69106,2010-07-21,0.0,7987,83497
463202,123104,2008-03-26,5.0,2074,32888
141293,125396,2005-08-21,4.0,296,73480
299685,186779,2009-09-14,5.0,6184,166615
663997,308609,2009-03-04,5.0,2584,86665
378624,130461,2006-12-26,5.0,3615,160062
64625,33336,2003-09-23,5.0,2095,55364
499586,113622,2010-02-08,5.0,6628,11442
55729,26306,2006-01-23,5.0,848,130480
400708,266529,2009-12-23,4.0,560,32715
787784,162173,2012-11-20,5.0,6009,36484
103876,74730,2005-09-04,5.0,857,46699
133174,341939,2009-02-04,5.0,164,120512
465524,401397,2010-05-05,5.0,10178,117830
88099,218059,2011-02-23,4.0,470,156827
145352,409348,2011-03-19,5.0,452,14927
169430,436254,2010-09-07,5.0,241,91846
246482,185439,2008-06-22,5.0,157,57514
344087,238800,2009-02-08,5.0,786,147424
447742,79976,2007-09-07,5.0,544,96517
791416,425344,2010-06-06,4.0,3151,123462
219618,388967,2009-09-11,5.0,4136,23974
40961,98734,2005-08-16,5.0,6326,7800
837251,202181,2008-07-01,5.0,344,160732
35635,182413,2007-09-10,5.0,210,138953
140132,34011,2008-12-09,5.0,453,146382
196038,159348,2008-07-07,4.0,1359,63335
40961,89204,2006-04-20,5.0,6326,134610
537937,170426,2009-10-29,5.0,1090,16402
88910,15411,2004-03-24,4.0,11067,124230
222564,267645,2013-03-23,4.0,132,65645
185387,77397,2006-03-14,5.0,2105,139822
450571,121489,2007-06-03,5.0,686,130056
724516,131122,2009-10-02,5.0,71,94051
27060,17186,2002-08-12,5.0,7528,35079
1007259,189329,2009-07-28,4.0,4567,126343
189674,164107,2009-03-21,5.0,11895,62363
798586,321218,2008-11-05,5.0,14805,157848
386585,90055,2008-11-03,4.0,85,9217
452355,166577,2017-09-09,5.0,1487,44246
317367,84474,2010-11-11,4.0,7088,137945
1210365,221743,2009-10-20,5.0,14235,145695
542159,423217,2010-09-21,5.0,175,77600
362919,286463,2008-03-30,5.0,1924,36119
1202780,236480,2010-11-07,5.0,6602,26833
29782,330196,2009-09-29,5.0,137,32714
192581,135435,2008-06-10,5.0,833,163022
133174,377539,2012-03-08,5.0,164,33100
222478,39483,2006-12-03,5.0,97,70025
1791135,78194,2011-01-24,5.0,14613,150292
115302,316834,2008-10-13,5.0,3211,76248
1195537,33410,2013-04-23,5.0,3715,56052
265954,95569,2008-02-13,4.0,464,170732
207176,200296,2011-01-25,5.0,819,32114
101823,26775,2005-09-11,4.0,25,131928
18660,136364,2006-03-04,5.0,836,40858
20371,18123,2002-04-17,5.0,2556,159792
124249,102791,2005-07-07,5.0,515,90613
1253730,256185,2009-06-21,5.0,14168,143051
724631,453491,2011-07-12,4.0,203,20210
2597942,458300,2013-05-23,4.0,1704,99205
512461,76470,2008-09-11,5.0,1978,68651
482376,478837,2012-10-23,5.0,247,3898
37107,96767,2006-12-11,5.0,935,13250
156034,250063,2007-10-15,5.0,599,168080
136997,148619,2006-03-27,5.0,168,63193
3111,8579,2001-07-16,0.0,15259,28650
482376,294258,2014-05-07,4.0,247,6238
175910,78814,2005-04-12,4.0,18124,129505
122877,41200,2006-11-26,5.0,118,79168
611201,101688,2010-04-01,5.0,8208,95618
352845,20689,2008-08-18,5.0,11643,45593
296809,347708,2009-01-15,5.0,456,168387
157425,177943,2009-02-12,5.0,243,26565
928545,223245,2011-03-13,5.0,10767,137154
55729,119373,2009-01-29,5.0,848,44513
305869,223971,2010-10-11,5.0,2700,102971
270514,194063,2006-12-15,3.0,2566,154876
157834,26723,2007-05-13,5.0,10793,28166
203467,128144,2006-02-25,5.0,4888,53153
135566,171469,2009-11-13,5.0,2399,59381
80353,55021,2003-10-02,4.0,377,142951
246936,199219,2006-12-05,5.0,752,113278
176348,131263,2005-08-02,5.0,10314,89153
111296,393130,2011-02-27,5.0,6501,166700
101732,151630,2009-09-05,5.0,46,25337
738401,245439,2011-03-11,4.0,818,85171
442988,67105,2007-08-31,4.0,78,89522
199792,113633,2007-04-06,5.0,1225,68498
227831,205289,2011-03-19,5.0,2841,90478
1179225,367414,2010-04-22,5.0,503,6785
792255,130223,2009-02-01,5.0,10126,104134
55729,29678,2004-01-03,4.0,848,15389
1263673,33869,2009-12-24,3.0,13014,35381
219733,172068,2006-07-21,3.0,3798,171986
248023,12249,2008-01-14,5.0,3556,87147
667112,338611,2010-04-07,5.0,3107,46508
209747,151408,2007-06-19,5.0,504,27608
802773,88489,2008-05-03,5.0,13830,143996
206779,31004,2008-06-21,5.0,3743,90157
286566,369923,2010-04-07,5.0,345,100358
193014,84269,2008-07-13,5.0,1109,100969
33588,40556,2005-07-19,5.0,3863,58687
50509,28377,2007-07-23,5.0,922,76669
1378490,136292,2012-05-03,0.0,20079,91255
222564,29199,2014-10-17,5.0,132,172148
179133,215861,2007-03-18,5.0,248,147613
145352,99062,2005-07-22,5.0,452,53448
569182,118002,2013-07-24,5.0,3669,28320
150462,22421,2007-01-23,5.0,7908,58146
128473,328359,2008-11-05,5.0,208,87984
1122967,348882,2009-01-12,5.0,11861,163166
222478,222739,2007-09-28,5.0,97,105189
26278,43278,2003-09-05,4.0,1496,108067
377070,180182,2007-05-28,5.0,563,161645
121113,5000,2011-12-08,5.0,6034,102591
1327646,89204,2009-07-18,5.0,2747,134610
203325,332861,2012-04-16,4.0,3025,119899
307214,399882,2011-09-18,5.0,716,66521
358513,399772,2011-08-10,5.0,4840,21266
174096,423225,2010-05-16,5.0,373,66409
59163,41489,2008-02-02,5.0,1963,145152
37471,50584,2003-04-24,5.0,1466,161040
143318,398323,2010-06-13,5.0,1737,169367
227607,118477,2006-04-22,5.0,796,150763
628076,230754,2011-03-22,4.0,2531,65635
1007259,233366,2010-12-01,5.0,4567,100865
621626,324274,2009-12-10,3.0,1479,74914
1223188,102531,2010-05-10,5.0,7276,4098
215319,130952,2007-02-04,5.0,24664,126391
1802894425,3103,2015-04-01,5.0,13356,108657
654460,449452,2018-06-20,5.0,10498,995
27643,1129,2003-08-19,4.0,315,96956
160974,111473,2006-10-17,5.0,369,17782
54572,33786,2005-06-14,5.0,2146,72872
1365025,318755,2013-09-16,5.0,1150,177500
1072593,395556,2011-08-03,5.0,736,174052
1342970,39087,2009-10-26,5.0,13459,117899
461250,60981,2008-08-27,5.0,13810,147977
686193,66190,2007-12-12,4.0,7998,55932
84583,118450,2005-05-22,5.0,20985,69944
145352,210212,2008-01-28,5.0,452,173048
1041521,230114,2010-06-16,5.0,4493,60370
250031,294899,2010-02-14,4.0,284,121420
673444,359630,2009-04-03,4.0,3559,162205
330505,387616,2010-02-18,5.0,5862,67097
321227,82879,2007-12-05,5.0,4184,40516
237053,18050,2007-04-20,5.0,4123,130385
751986,40106,2008-03-15,4.0,11711,62117
64918,148380,2007-03-24,5.0,6008,175691
124416,26257,2008-07-29,5.0,1848,61366
225021,125390,2006-07-15,4.0,7352,137524
65933,195908,2007-01-06,4.0,6802,141443
55882,24072,2003-03-29,5.0,3357,31938
801264,67256,2009-06-10,5.0,1537,55772
268058,108651,2007-02-06,5.0,2280,139655
76951,39864,2009-08-05,4.0,1822,135071
328539,272158,2008-05-18,5.0,16250,17839
227607,169571,2009-11-07,5.0,796,62768
340649,61996,2006-09-25,5.0,13161,31594
494853,26431,2009-02-14,5.0,15709,125435
551470,71017,2008-09-13,5.0,2524,111487
844554,258462,2009-11-25,5.0,263,75831
119466,22526,2005-12-26,5.0,1544,15575
329753,113272,2006-08-05,0.0,614,116379
947406,39087,2008-11-13,5.0,4394,117899
599568,281300,2008-03-26,5.0,2906,27541
121690,133599,2005-09-09,5.0,146,149553
144373,227756,2008-08-06,5.0,2500,120411
2123645,208038,2015-09-11,5.0,3644,125742
639261,280520,2013-09-04,4.0,9384,6193
226863,307684,2008-10-25,5.0,267,115505
232823,1873,2007-09-24,5.0,7635,108659
437598,341506,2014-12-30,5.0,9405,10283
316453,98869,2006-08-22,5.0,6314,100269
227750,86008,2006-04-22,5.0,6329,130795
133174,90828,2004-05-10,5.0,164,7971
296027,143199,2007-05-11,5.0,50,35689
704950,326359,2009-03-04,5.0,980,109603
121985,102234,2007-06-10,5.0,5163,140161
1762637,161644,2013-10-25,5.0,3533,126309
244815,64235,2006-10-15,5.0,5519,22399
9869,160388,2006-05-24,5.0,506,24579
369715,439463,2011-05-19,5.0,260,5454
394496,258529,2012-08-19,4.0,1082,106802
422040,118821,2009-04-14,5.0,13891,107300
30886,17994,2004-01-07,4.0,22127,65748
570804,37458,2009-08-19,5.0,291,136343
1193707,170797,2009-07-09,3.0,1689,3256
59780,24088,2004-08-04,5.0,1504,55226
493093,166599,2018-02-24,0.0,7637,90467
424680,339754,2009-12-09,5.0,94,67660
383346,216629,2011-10-29,5.0,193,37436
449229,119112,2009-09-23,5.0,17307,156694
91392,65969,2007-06-12,5.0,1483,129571
200930,67524,2007-10-05,5.0,4871,108099
44642,408056,2010-01-13,5.0,1673,107774
147027,159894,2006-05-07,5.0,2758,127227
88099,41839,2005-07-08,5.0,470,88166
203111,18914,2008-09-22,5.0,388,130507
268611,25415,2007-03-25,5.0,2303,135568
199792,271092,2008-05-07,3.0,1225,137515
80778,32639,2004-04-26,5.0,1318,138908
169430,200734,2007-06-08,5.0,241,164843
130219,70287,2006-08-31,5.0,2336,104402
371590,27670,2009-05-18,5.0,10663,105826
420166,118080,2009-10-24,5.0,5494,30826
469903,249041,2009-07-21,5.0,424,74900
377070,231277,2007-07-09,5.0,563,34084
574083,32504,2007-09-27,3.0,4908,2229
386585,392345,2009-10-05,5.0,85,41769
954139,270168,2008-11-01,5.0,3874,49183
865818,15865,2011-01-11,3.0,6415,155664
4470,13146,2005-01-30,5.0,100,130205
443633,53481,2008-10-26,3.0,4454,19070
1292822,105102,2010-10-10,5.0,2694,96260
425154,85475,2007-07-06,4.0,1076,105634
38532,37479,2002-12-05,5.0,8612,23607
248292,137260,2007-01-17,5.0,4769,84519
366613,102901,2007-06-06,4.0,13180,52966
373018,128501,2008-10-19,4.0,4232,37086
993604,286566,2010-02-21,4.0,2793,174161
156034,50561,2010-08-05,5.0,599,135613
47559,129250,2006-01-23,5.0,1157,143647
1702561,91644,2011-12-19,2.0,11860,21510
777453,102700,2009-07-28,5.0,3161,174101
430471,396771,2010-01-18,5.0,234,107769
54678,64535,2009-09-05,5.0,685,14048
68075,14499,2010-09-08,5.0,22361,48236
1058097,414808,2011-04-12,5.0,967,20194
38643,23989,2003-02-13,5.0,7349,115071
135665,214736,2008-12-26,5.0,13688,118982
29196,190469,2013-06-19,5.0,480,120406
1256820,282235,2010-12-24,3.0,12108,131878
35106,178635,2006-11-06,1.0,2043,19125
486725,499870,2014-02-24,5.0,816,92266
527607,386093,2009-09-09,5.0,176,113685
543631,155801,2011-12-06,3.0,13846,42183
298447,155021,2013-03-12,0.0,3840,22912
203111,152207,2013-02-23,5.0,388,38678
160121,21013,2005-11-11,5.0,23426,79976
227978,369048,2009-09-13,5.0,266,165089
57101,73970,2005-01-29,5.0,2523,35063
173495,176435,2007-01-06,4.0,1189,54631
419051,37703,2009-07-10,5.0,12686,51484
470351,48385,2010-10-26,5.0,778,87219
384923,59635,2009-05-08,5.0,4092,150138
585014,29679,2007-09-11,5.0,7968,73956
402559,224138,2007-08-30,5.0,1637,22361
29196,10402,2005-01-17,4.0,480,119593
636217,160861,2011-01-18,5.0,5470,58033
15521,320869,2010-08-17,5.0,3120,88791
1320105,34406,2009-09-02,5.0,84,133731
95743,76482,2004-01-16,5.0,552,86395
168462,37413,2009-10-20,5.0,1304,946
650373,23926,2008-11-06,4.0,1294,3415
486718,42203,2008-06-17,5.0,3333,112962
1021716,197959,2010-01-19,5.0,18465,154498
67656,264911,2008-07-06,0.0,629,97139
844554,319738,2009-04-06,5.0,263,122626
293410,108698,2007-05-12,4.0,825,93066
288351,57629,2013-11-04,5.0,4764,143200
620763,200221,2008-11-17,5.0,2478,129965
673444,49181,2009-05-03,4.0,3559,52698
255179,83696,2006-01-20,5.0,7000,3886
113117,16884,2005-07-05,5.0,1947,72253
722185,230385,2010-07-13,5.0,3224,11712
136997,281990,2013-06-06,5.0,168,170358
424680,292075,2008-04-10,4.0,94,165566
260689,137991,2006-10-16,3.0,2929,33702
4470,33570,2009-02-14,5.0,100,10550
237123,204506,2008-06-23,4.0,584,87193
652568,125897,2011-04-01,5.0,7020,91200
115321,44487,2004-12-09,5.0,7132,63782
279115,185382,2009-08-08,5.0,23498,110508
37036,75920,2003-11-30,5.0,1931,167780
190230,27144,2007-06-10,5.0,6804,144458
122595,120364,2011-04-21,5.0,11472,45746
55966,13745,2004-09-17,4.0,8145,167743
369525,131582,2007-07-27,4.0,12263,32320
173579,275562,2013-03-10,5.0,546,45414
133174,34103,2006-06-04,5.0,164,21258
357389,47422,2006-12-25,5.0,8051,141735
502302,64132,2009-04-17,5.0,712,49881
697860,37705,2009-03-11,4.0,2919,53953
693345,276609,2010-03-12,4.0,139,163735
67270,217539,2007-04-04,1.0,1998,108293
